object_id,right_ascension,declination,corner_1_ra,corner_1_dec,corner_3_ra,corner_3_dec,semimajor_axis,semiminor_axis,position_angle
-861367601084811215,86.1367601472061,-8.481121544153437,86.13630605680119,-8.481558623837941,86.13720427572909,-8.48064149743148,2.8870975971221924,2.6017065936436707,-47.023256159486415
-861367449086126552,86.13674499897932,-8.612655233755097,86.13643265070358,-8.613002065902723,86.13707844826313,-8.612307288706692,2.402583599090576,1.7997520402168674,-19.373991526906284
-861367311086030399,86.13673118530879,-8.603039915724873,86.13632537326535,-8.603363301469328,86.13713974497891,-8.602723990639365,3.558823823928833,1.6006911222069764,-86.16435583977534
-861367297085731411,86.13672977212474,-8.57314117676745,86.13474071362013,-8.574586257878721,86.13808201088307,-8.571640083734222,22.04225730895996,9.542813017442617,69.2495071981553
-861367216084551154,86.1367216542218,-8.45511544945683,86.13626382501167,-8.455725475370244,86.13724603925976,-8.45444719871413,5.806888103485107,3.2530571982298175,3.7218514910219245
-861366823085475480,86.13668239041252,-8.547548072012257,86.136355002702,-8.548002565886717,86.13702863230026,-8.547029998429275,4.998390197753906,1.659618038974633,3.423271678562629
-861366770084748503,86.13667709433632,-8.474850307481105,86.13614096589663,-8.475364219173972,86.13720755635691,-8.474224784957807,4.44099760055542,3.9799178834762032,-27.93929590617842
-861366727086301428,86.13667274833075,-8.6301428316727,86.13588976720126,-8.630891012141923,86.13754658837287,-8.629362378266759,3.12864089012146,1.6971156523444022,-74.31862430462506
-861366565084701386,86.13665655043343,-8.47013862008103,86.13617143050271,-8.47053083023468,86.1370416134152,-8.469752606759917,3.152886390686035,2.398049592431755,-48.440448310529064
-861366436085267900,86.13664362352262,-8.526790095896304,86.13636593607957,-8.527113744534311,86.13689926669811,-8.526474581711156,2.7175698280334473,1.2097515166606099,-16.840347889991055
-861366404086634510,86.1366404136832,-8.663451028746717,86.13640556908423,-8.663695803605306,86.1368829826609,-8.663223335431688,1.5856175422668457,1.4951845879643433,39.48277691680639
-861366388085263361,86.13663887150018,-8.52633615622636,86.13625386546461,-8.526752694233544,86.13701180982488,-8.525946748749416,3.163168430328369,2.1389506830610845,-31.79420978810151
-861366229084864735,86.13662292693095,-8.486473565376244,86.13607855523317,-8.486975212480928,86.13711715199743,-8.485946902124264,3.4301788806915283,2.704592051819142,44.54766306674808
-861366090086308055,86.13660904514944,-8.63080558103074,86.13642292992458,-8.631029500485226,86.13678793546923,-8.630584868550988,1.7098673582077026,1.0410800273716623,-0.4670363884108235
-861366020084921732,86.13660208204274,-8.492173265808077,86.13593514039324,-8.492864093255163,86.1371702025326,-8.491557904275039,3.136240005493164,3.0236480273878135,-0.9055207424295573
-861365846086511945,86.13658461696939,-8.651194594493854,86.13573808358444,-8.652057357880755,86.13742300376282,-8.6503620447639,1.4727423191070557,1.388049543693799,-19.029317451593155
-861365648086269464,86.1365648598889,-8.626946401999403,86.13625647132476,-8.627279602358588,86.1369023073958,-8.626612602506325,2.1262035369873047,1.6953865140404365,-27.030829659382658
-861365296085539641,86.13652968767437,-8.55396416618621,86.13604254198589,-8.55441917239789,86.13699714042166,-8.553557567975593,2.697843074798584,2.3123894769630002,61.66727122352703
-861365156084770952,86.13651562980164,-8.477095258888857,86.13611152113367,-8.477419587181934,86.1368694563972,-8.47678030924052,2.767146348953247,1.6970465619814652,-62.043944850024594
-861364933086636917,86.1364933743839,-8.663691727042226,86.1360683499778,-8.664112479089274,86.13691085949229,-8.663306488776529,3.2408063411712646,2.7285507121937,-46.90194055414503
-861364905084837701,86.13649055439943,-8.483770164981914,86.13585531256301,-8.484225157264124,86.13697818519684,-8.483252358098209,5.113467216491699,2.592497303958747,-63.689141476671814
-861364599084726863,86.13645995159513,-8.47268635017761,86.1359735420882,-8.473169658328386,86.13695596282795,-8.47219693297925,3.3395237922668457,2.7688047182646165,-48.80102241013492
-861364378085499231,86.13643786118129,-8.549923180686852,86.13604468774884,-8.550335780230846,86.13683076790016,-8.549529819042624,2.311035394668579,2.2021044622842427,36.176409290876684
-861364336085600497,86.13643365524858,-8.560049712328652,86.13589890880432,-8.560558016470534,86.13699388517662,-8.559529672736106,3.549381732940674,3.159710985215874,71.61043199902508
-861364202086477819,86.13642026368446,-8.647781931486609,86.135852145589,-8.648307155478173,86.13694734292173,-8.647223256654943,5.821285247802734,3.298080702274424,-39.42787291549118
-861363939086335543,86.13639393131082,-8.633554324286536,86.13600013542003,-8.633973910615554,86.1367863722236,-8.633140171661267,2.6265273094177246,2.097900394038762,9.110453649184333
-861363935086179889,86.1363935390861,-8.617988930274242,86.1361207446977,-8.618279582139289,86.13668232594574,-8.617695958783356,2.243673324584961,1.4451813438054817,-37.84103525681355
-861363904086036815,86.13639040027068,-8.603681560694062,86.13573549962592,-8.604696680945503,86.13725141279042,-8.60255701455278,15.775009155273438,8.809157356151161,-13.190716342473152
-861363852085242069,86.13638523053147,-8.524206952492726,86.13572156021503,-8.524947048108311,86.1368161527776,-8.52339093098879,12.775345802307129,3.3462434768821177,-29.5003920455076
-861363734086047387,86.13637343715477,-8.604738734896895,86.1358750484626,-8.605140914747738,86.13685786647044,-8.604279294338372,5.440014839172363,4.377896675991141,84.29368345342802
-861363635086349827,86.13636352763206,-8.634982766874273,86.13597124016941,-8.635307198552411,86.13672947263682,-8.634640139070267,3.225088357925415,1.619766101574712,63.37601880367744
-861363451086597869,86.13634518469686,-8.659786942465537,86.13587382768594,-8.6603624733805,86.13680045861511,-8.659250886731671,4.751370429992676,2.7836041228299737,-15.477393839027584
-861363034085318341,86.13630345042645,-8.531834162610654,86.13582970395105,-8.53230811096775,86.13681224624185,-8.53127982662888,3.0858917236328125,2.5718992971013517,35.65609325970503
-861362925086848534,86.13629250622859,-8.68485349083944,86.13597272830393,-8.68513977988782,86.13661870580486,-8.684556112905785,2.776179552078247,1.4064229120761238,-49.14903815164158
-861362763085352071,86.13627637993801,-8.53520714010872,86.13582783748555,-8.535641378186613,86.13672621156836,-8.534779803186655,2.605315923690796,2.415571234632166,-46.07482604100702
-861362726085542496,86.13627269832502,-8.55424969804254,86.13573343504572,-8.55475240067093,86.13680033406705,-8.55377962648463,3.7277743816375732,3.07683218548686,-64.40220616912609
-861362723087185480,86.13627235276168,-8.71854804535079,86.13598286576975,-8.718833576809963,86.13657269615095,-8.718249940871882,2.072253942489624,1.7504663058613903,-26.513831803252828
-861362576085478276,86.13625761130561,-8.54782760280664,86.13565256077739,-8.548308002076107,86.13680375453721,-8.547418516647483,5.99284029006958,2.9244343916527913,-78.61541874450768
-861362235084566452,86.13622357211158,-8.456645231477093,86.13575737536661,-8.457030703045211,86.1366275267556,-8.45625247962285,2.745345115661621,2.20881641896915,-85.31442518439003
-861362061086746076,86.13620614899267,-8.674607636536436,86.13575347703988,-8.675028832548703,86.13662407897166,-8.674167272329761,2.4230401515960693,2.2628525453426285,31.740415555863294
-861361788086484023,86.13617886670458,-8.648402308332164,86.1358797830746,-8.648723564451311,86.13646947575408,-8.64808437146725,2.449207305908203,1.5918498988366334,16.39373200503819
-861361765084768404,86.13617658891008,-8.476840430836235,86.13583081215971,-8.477169414222196,86.13653257791933,-8.476530164879799,2.6685690879821777,1.5873720009909842,-74.68608283429117
-861361713085336492,86.13617135136832,-8.533649269912509,86.13568829933865,-8.534196899453809,86.13664271316813,-8.533085296567597,4.3274312019348145,2.626445056622418,25.36839028492144
-861361527087651594,86.13615278106208,-8.765159484381686,86.1355608108193,-8.765758042232424,86.13674188936788,-8.76453644356588,4.525496006011963,3.869657856031577,9.988205235995434
-861361524084513661,86.136152404425,-8.451366106328967,86.13564790538342,-8.451836323710191,86.13668645022493,-8.450891347887023,4.509860992431641,3.957517518586932,-82.91801136014632
-861361519084986196,86.13615195995345,-8.49861969045591,86.13590341275659,-8.498835884302812,86.13640872103628,-8.498391179456906,1.5701103210449219,0.9379301443889491,-89.37492536166218
-861361296084529266,86.13612965987132,-8.452926618380735,86.1355628724411,-8.453447394530311,86.13662942979938,-8.452363515921222,2.925110340118408,2.7836151248942427,-44.21190601015525
-861361088085442773,86.13610883473248,-8.544277380588689,86.13582293414798,-8.544585600397786,86.13641248134154,-8.543974184742764,2.080812454223633,1.6040728103262154,37.63773774277112
-861361070085472984,86.13610703763943,-8.547298489763188,86.13548435082288,-8.547696836588312,86.13669172118388,-8.546807321357742,7.849254608154297,2.7711870579478646,70.94906786346209
-861360821085342801,86.13608214370875,-8.5342801603708,86.13560360422882,-8.534696866811645,86.13658627064558,-8.533890802552252,3.7212040424346924,2.059970443793423,-87.8081067346877
