object_id,sersic_sersic_vis_radius,sersic_sersic_vis_radius_err,sersic_sersic_vis_axis_ratio,sersic_sersic_vis_axis_ratio_err,sersic_sersic_vis_index,sersic_sersic_vis_index_err
-861325947087430061,1.1399480104446411,2.6865720748901367,0.5675637722015381,1.550525188446045,0.30108410120010376,0.5891481637954712
-861325893086323908,8.857004165649414,175.3395538330078,0.41120633482933044,10.909510612487793,0.30845019221305847,2.64658784866333
-861325807087229238,0.2758294641971588,NaN,0.9082909226417542,NaN,1.0,NaN
-861325742087339646,6.921840667724609,201.650146484375,0.9963973164558411,1.637726902961731,0.32551661133766174,7.785191535949707
-861325733087272584,0.29693493247032166,NaN,0.9571081399917603,NaN,1.0,NaN
-861325726087690399,0.2590356469154358,1.2060689343741403E-18,0.5161460638046265,NaN,1.0,5.047754575437935E-11
-861325202084484899,0.31538864970207214,5.4099151917455E-22,0.6790527105331421,3.627061826339158E-14,1.0,6.33969873126139E-13
-861325193086954602,35.97900390625,84.54653930664062,0.43203645944595337,0.10793434828519821,1.1889039278030396,1.0769797563552856
-861325015084748625,0.26101887226104736,1.3022910884929798E-22,0.7790601849555969,6.065958046974629E-8,1.0,7.23143642744617E-8
-861324986084544477,0.20756058394908905,0.0,0.9171924591064453,0.0,1.0,0.0
-861324621086150594,0.5818262696266174,0.7673336863517761,0.9997572898864746,0.2485734224319458,0.8323719501495361,2.1803362369537354
-861324457084649730,0.31013306975364685,2.311423541686065E-22,0.9209427237510681,8.090866171484024E-11,1.0,2.567875023729016E-9
-861324345085769846,0.2708585262298584,3.9914409373442775E-24,0.7395651340484619,NaN,1.0,4.133295702229978E-12
-861324255084786397,0.25771453976631165,4.358876834709167E-19,0.7250866293907166,4.3377094698371366E-6,1.0,1.1750233170459978E-5
-861324034087708649,0.2952427268028259,3.425680608850861E-22,0.48542141914367676,1.3689957154006116E-11,1.0,9.724121681486952E-12
-861323960085751133,0.63469398021698,1.6626884469845442E-26,0.43983548879623413,1.4594237920755298E-15,1.0,5.591926017557442E-15
-861323875084301153,0.36799004673957825,NaN,0.7881014347076416,9.541186905642312E-17,1.0,NaN
-861323846085369922,2.599245548248291,NaN,0.08243471384048462,2.117849183514136E-14,1.0,1.431910010485024E-13
-861323775084656408,0.9181682467460632,NaN,0.7991335391998291,1.032531976856866E-14,1.0,NaN
-861323733085954854,5.2508864402771,85.39617156982422,0.13864710927009583,0.3788248598575592,0.8683899641036987,8.294620513916016
-861323477087691748,0.42192643880844116,6.11488299899389E-21,0.5253856182098389,3.510006285623035E-9,1.0,7.12202052000066E-7
-861323420084896737,0.5477643013000488,9.154205327141578E-30,0.6786472797393799,1.0839314362710158E-17,1.0,1.1469540789872472E-17
-861323403087174167,3.712235450744629,5.486324034044812E-30,0.9524811506271362,1.9642122258228798E-19,1.0020744800567627,4.254765194476252E-18
-861323321084570813,0.3339805603027344,NaN,0.9777966737747192,3.2374965084686807E-16,1.0,2.4084500940910886E-15
-861323314086626121,0.4102694094181061,1.7861876487731934,0.03274328634142876,0.12342563271522522,0.33318793773651123,2.0604472160339355
-861323262084016511,0.3788110613822937,NaN,0.7750470638275146,NaN,1.0,1.4439876754030042E-15
-861323144084964670,0.46716412901878357,NaN,0.6218677759170532,NaN,1.0,NaN
-861323053084789619,0.38340359926223755,6.589837747480264E-20,0.6057461500167847,4.474041137569884E-10,1.0,1.5009907761154295E-9
-861323028084423795,0.29020071029663086,NaN,0.7510929107666016,7.133399773651128E-15,1.0,NaN
-861323017085893891,0.00609478959813714,0.0,0.6963061690330505,1.7862527457168653E-8,0.8489391803741455,NaN
-861322952086340148,1.6122790575027466,4.5022125244140625,0.5631264448165894,1.2748291492462158,0.848602831363678,3.679295539855957
-861322943087696547,0.5651339292526245,5.618804610290583E-20,0.398151159286499,NaN,1.0,NaN
-861322898086126706,2.344831943511963,82.5053939819336,0.9838336706161499,6.6429548263549805,0.537499189376831,13.992525100708008
-861322788085973062,7.072951316833496,221.3605194091797,0.8790131211280823,43.62440490722656,0.3037550151348114,2.677469253540039
-861322705087290184,0.25696563720703125,2.8225425855438303E-27,0.8391860723495483,NaN,1.0,NaN
-861322335084956034,0.2881830036640167,2.0880193639504865E-24,0.9915975332260132,2.484310229321912E-13,1.0,NaN
-861322323084304796,0.003468989860266447,0.0,0.029999999329447746,-0.0,5.499621391296387,4.694445914646031E-19
-861321667087543347,0.5877725481987,2.987861214926323E-26,0.7314668297767639,8.812858584984328E-15,1.0,NaN
-861321510084371957,0.18025794625282288,4.97724954720492E-21,0.7989120483398438,NaN,1.0,2.6656775844458025E-6
-861321371084937451,0.41946107149124146,NaN,0.673092246055603,NaN,1.0,NaN
-861321335085888399,0.8557221293449402,0.9344276189804077,0.4720359742641449,0.4799242615699768,0.30313578248023987,0.7088136672973633
-861321298084798431,0.5539251565933228,NaN,0.703557014465332,8.128416020705435E-18,1.0,NaN
-861321234086969773,0.019832920283079147,0.010320019908249378,0.9956502318382263,0.345643013715744,5.48760461807251,1.9740270376205444
-861321116084507987,0.6562162637710571,NaN,0.4061053395271301,NaN,1.0,NaN
-861320990084121379,0.2158581018447876,NaN,0.7868332266807556,2.3258066583764503E-9,1.0,1.4981564788740798E-7
-861320899087762156,0.49643391370773315,5.124384395754311E-28,0.46249115467071533,NaN,1.0,NaN
-861320855086233199,0.31995889544487,0.4277801811695099,0.1378624588251114,0.5549073219299316,0.3000873029232025,0.03744833916425705
-861320691084218010,18.178958892822266,8.09924717797775E-33,0.8420944213867188,NaN,1.0128010511398315,NaN
-861320677086632577,0.2680228650569916,0.21837706863880157,0.9246820211410522,1.1024502515792847,0.36988309025764465,1.2482526302337646
-861320656084263183,0.18250709772109985,NaN,0.8091016411781311,2.9749884333796217E-7,1.0,NaN
-861320642087420014,4.1572651863098145,6.264021396636963,0.6396469473838806,0.18724635243415833,0.5649791955947876,0.9326753616333008
-861320530086904972,0.003005765378475189,0.0,0.96735018491745,NaN,0.30000001192092896,0.0
-861320501087020414,7.641298770904541,27.76728630065918,0.9835501909255981,4.5947065353393555,0.3708164691925049,2.0778121948242188
-861320495084498043,0.6170230507850647,NaN,0.6643025875091553,NaN,1.0,NaN
-861320312085973597,0.017554504796862602,0.0,0.9845514893531799,3.1894406278369647E-13,0.32500219345092773,6.086239512370639E-9
-861320288084406234,0.4668729305267334,NaN,0.596576988697052,1.4101258922101783E-16,1.0,NaN
-861320104083965881,0.6782134771347046,5.715338405311047E-22,0.3638784885406494,NaN,1.0,NaN
-861320080085968745,13.463765144348145,27.40371322631836,0.9944524765014648,0.33548083901405334,1.9447752237319946,1.3860331773757935
-861319977087694008,0.3320484757423401,NaN,0.7430186867713928,3.1349453588624954E-10,1.0,NaN
-861319942086134150,3.9449307918548584,58.068382263183594,0.4749930202960968,2.7260138988494873,0.5410193204879761,5.045992851257324
-861319893086070533,0.3169553577899933,0.938481867313385,0.9993410706520081,0.7558271288871765,0.306115061044693,2.0319979190826416
-861319834084635531,0.4808386266231537,7.36572509084006E-29,0.5598280429840088,4.3831159811684103E-16,1.0,NaN
-861319777085300355,3.5910122394561768,NaN,0.17886072397232056,8.044221607492847E-16,1.0,5.68124818294425E-15
-861319663084118863,0.3139268159866333,NaN,0.6612809300422668,9.534717548831395E-8,1.0000001192092896,5.5044306463969406E-6
-861319587084503510,0.1506381332874298,1.576254444417395E-27,0.9778136610984802,NaN,1.0,NaN
-861319525086682345,8.254422187805176,391.21441650390625,0.2630806863307953,8.712284088134766,0.42593085765838623,9.43236255645752
-861319381084966893,0.28599828481674194,NaN,0.7805505990982056,NaN,1.0,NaN
-861319147087771408,0.27290958166122437,3.323379897209753E-29,0.8580707311630249,7.196861096715976E-17,0.9991925954818726,1.0085623784498792E-17
-861319113084491253,0.28974196314811707,1.575814532282281E-18,0.526190459728241,3.9230210191476544E-9,1.0,NaN
-861318979084459064,0.4370792806148529,NaN,0.7610524892807007,NaN,1.0,6.536993168992922E-10
-861318519087438067,0.2706122398376465,0.3917456269264221,0.05289171263575554,0.16044162213802338,0.3838793635368347,1.9317196607589722
-861318406087267169,0.002753869630396366,0.0,0.7624896168708801,NaN,0.39249706268310547,NaN
-861318376085380702,7.297555446624756,354.41302490234375,0.23458869755268097,4.63315486907959,1.0701696872711182,26.316232681274414
-861318101084697873,0.5483181476593018,2.583876664418187E-29,0.7438547015190125,6.362295250217952E-18,1.0,1.3002615830482328E-17
-861318007086744500,0.35102105140686035,0.19814062118530273,0.9985665678977966,0.632492184638977,0.3005025088787079,0.3578997254371643
-861317939086942840,0.07858367264270782,0.05560888722538948,0.3154061734676361,0.42807716131210327,5.467230796813965,10.531789779663086
-861317463085783923,0.06852857768535614,0.6743660569190979,0.031057115644216537,0.07586459815502167,1.3197880983352661,23.363903045654297
-861317376084836917,0.2836299538612366,1.153799207407127E-27,0.9193904399871826,3.0344574170559045E-15,1.0,5.2781142866433536E-15
-861317163087085061,0.23297736048698425,4.201569737781908E-23,0.9832059741020203,NaN,1.0,NaN
-861317054086988119,12.206120491027832,17.306011199951172,0.6720543503761292,0.46597084403038025,1.006941318511963,0.6141769886016846
-861316968085780436,0.550382673740387,0.9974991083145142,0.08548922091722488,0.15682275593280792,1.3933285474777222,4.1295576095581055
-861316752084708787,0.262513130903244,5.877251033256828E-22,0.9003587365150452,5.269310765498858E-9,1.0,NaN
-861316745084491997,0.35871660709381104,1.6612395873286032E-21,0.4485433101654053,NaN,1.0,6.070149938253167E-10
-861316690084432873,0.4782116413116455,2.109716785933364E-25,0.7098693251609802,1.3211856129511291E-17,1.0,7.030213320044103E-17
-861316593085247282,0.2176494598388672,0.4781438708305359,0.2588863670825958,0.290903776884079,0.5603228211402893,0.9258057475090027
-861316547086153309,7.811364650726318,255.28009033203125,0.42152202129364014,4.608551025390625,0.592819333076477,8.64400863647461
-861316511086897014,0.03680206090211868,0.07916827499866486,0.9849112629890442,1.1620652675628662,1.1345484256744385,8.705690383911133
-861316241084737485,0.7386471033096313,NaN,0.6514434218406677,NaN,1.0,1.7760485921993438E-17
-861316165087695612,0.44510096311569214,1.3178428018329574E-25,0.7009464502334595,NaN,1.0,NaN
-861315877087720977,0.1751779019832611,3.0082987212729736E-27,0.7492095232009888,NaN,1.0,NaN
-861315756086335692,1.0003345012664795,5.6386542320251465,0.1871054470539093,0.6081652641296387,3.505626916885376,16.8088321685791
-861315583086413860,0.0248991958796978,0.217018723487854,0.9638537168502808,5.409647464752197,3.390188694000244,47.9559326171875
-861315171084346745,0.5773447751998901,7.948479330486199E-31,0.5967650413513184,NaN,1.0,4.1981589917715944E-17
-861315162084029609,0.3252185583114624,2.0224767925313263E-21,0.9688854217529297,8.37687473928566E-16,1.0,NaN
-861315037084794085,0.25972017645835876,NaN,0.868141233921051,NaN,1.0,NaN
-861314996085304713,5.874216556549072,1851.4141845703125,0.030000053346157074,2.6895295377471484E-6,0.3000063896179199,2.0625021716114134E-4
-861314872085712733,0.2700156569480896,NaN,0.6409226655960083,1.4748915454286353E-14,1.0,NaN
-861314745086341343,0.014104422181844711,8.990199089050293,0.9908091425895691,14.205453872680664,0.32926809787750244,50.167694091796875
-861314685087527045,10.504230499267578,27.823026657104492,0.17058636248111725,0.1074131578207016,2.3832645416259766,3.4471964836120605
-861314630085804274,9.557723999023438,97.70716094970703,0.3990826904773712,2.484127998352051,0.3090977966785431,1.9856089353561401
-861314544085555337,0.19399002194404602,2.3762585679821143E-22,0.7207392454147339,5.46792477962299E-8,1.0,2.8041870336892316E-7
-861314460086737545,0.2241906225681305,0.46877947449684143,0.2615543007850647,1.3042901754379272,1.029384732246399,8.320230484008789
-861314457084777745,0.5442368388175964,6.7708881157431585E-21,0.47883933782577515,1.9560304487242774E-9,1.0,NaN
-861314122087684599,0.1964734047651291,1.8166137416614604E-24,0.8761391639709473,3.56835160107271E-15,1.0,NaN
-861314058084454188,0.8343380689620972,NaN,0.35140538215637207,1.6858975153410949E-12,1.0,4.6660036945311845E-11
-861313791085522984,0.25540482997894287,NaN,0.8689740896224976,NaN,1.0,NaN
-861313755085795032,11.81933307647705,366.7224426269531,0.9999615550041199,0.03063514083623886,0.30003318190574646,0.036891255527734756
-861313548086965273,2.8336944580078125,25.8605899810791,0.3263210654258728,7.746200572000816E-5,0.48496493697166443,3.439085006713867
-861313215085890164,0.0010628156596794724,0.04436815530061722,0.09015713632106781,4.8055219650268555,5.499998569488525,5.988200386941589E-14
-861313183085416517,0.1775025874376297,1.8937635794972112E-19,0.8465030193328857,6.966293861210282E-12,1.0,NaN
-861313177084856419,0.25481778383255005,3.439774650219029E-23,0.8674811124801636,5.695682814277347E-10,1.0,NaN
-861312887086210500,4.269883632659912,13.366028785705566,0.24170532822608948,0.04179364815354347,3.4662582874298096,5.685690879821777
-861312827085624806,0.429161012172699,NaN,0.9522897005081177,1.2090449854614989E-17,1.0,NaN
-861312631084075989,0.21650032699108124,NaN,0.9580438733100891,NaN,1.0,NaN
-861312536084658895,0.500061571598053,NaN,0.9395025372505188,NaN,1.0,NaN
-861312346086165836,0.8259370923042297,0.43418365716934204,0.4555492699146271,0.24663521349430084,0.5139352679252625,0.6250124573707581
-861312163084807803,0.3256303668022156,NaN,0.8848822116851807,1.0117555106812931E-16,1.0,NaN
-861311881085840991,0.6940573453903198,0.875299870967865,0.9934821724891663,1.0020703077316284,0.30680352449417114,0.909710168838501
-861311769083929723,0.39741432666778564,NaN,0.6833974123001099,NaN,1.0,NaN
-861311706084384532,0.3786560893058777,NaN,0.7369933128356934,2.124120933092962E-16,1.0,NaN
-861311676084270892,0.8174149394035339,NaN,0.4128892421722412,NaN,1.0,NaN
-861311631087368889,6.157907485961914,7.067675590515137,0.2912931442260742,0.2262580692768097,5.498165607452393,1.039536714553833
-861311469085409259,0.767944872379303,6.229479320704183E-23,0.42993688583374023,2.4843582222087036E-15,1.0,NaN
-861311423084748560,0.4492557644844055,NaN,0.5118352174758911,NaN,1.0,1.2592937929684512E-14
-861311409084479796,0.4955237805843353,1.369672935458241E-25,0.4664304852485657,2.845669866738919E-15,1.0,NaN
-861311234085871400,2.6313140392303467,5.873319149017334,0.9680246114730835,0.9318718314170837,1.0304319858551025,2.396219491958618
-861311015085850833,5.9897613525390625,195.03897094726562,0.7693977952003479,46.97168731689453,0.3011448085308075,1.3729956150054932
-861311005086033158,0.008821910247206688,1.3170826435089111,0.8848322629928589,41.989044189453125,0.5324661731719971,62.32061767578125
-861310913084868276,23.629858016967773,0.0,0.9008822441101074,7.785162329480377E-19,0.30000001192092896,NaN
-861310838086380551,8.562000274658203,145.87643432617188,0.9965693354606628,2.2444944381713867,0.3543834686279297,9.076040267944336
-861310828084776578,0.21663370728492737,NaN,0.8882685899734497,NaN,1.0,3.980765228561722E-8
-861310820083843348,0.31123554706573486,NaN,0.7110192775726318,NaN,1.0,NaN
-861310761087777756,0.20555560290813446,NaN,0.8548703789710999,NaN,1.0,NaN
-861310537084562509,0.269191175699234,NaN,0.7188802361488342,3.377525689685079E-12,1.0,3.3828825157788955E-11
-861310263087215728,6.080374717712402,0.06325096637010574,0.4338776171207428,0.2308715581893921,0.3366824686527252,0.7301107048988342
-861310241087003575,13.338139533996582,29.376888275146484,0.739302933216095,0.1789293885231018,1.25545072555542,0.9811959862709045
-861310235084814972,0.2890658378601074,1.4540190803902511E-22,0.8383814096450806,NaN,1.0,NaN
-861310193087054115,0.023518400266766548,0.08138471841812134,0.4708114266395569,0.8722648024559021,1.003010869026184,4.222007751464844
-861310181087292464,1.688947081565857,1.116205096244812,0.5554779171943665,0.43582239747047424,0.3000997304916382,0.07734531909227371
-861310082084219225,0.5108222961425781,3.578987965259335E-30,0.6836555600166321,NaN,0.9999997019767761,NaN
-861310048087490303,3.4233555793762207,39.36481475830078,0.3442321717739105,0.0015514936530962586,0.554155170917511,4.965584754943848
-861310039086331662,9.245309829711914,202.7101593017578,0.957222580909729,3.1743640899658203,0.6433985829353333,6.032507419586182
-861309874086728576,17.382566452026367,152.93206787109375,0.7189702987670898,1.1654235124588013,0.8687785267829895,2.7877988815307617
-861309679084258554,0.29234617948532104,NaN,0.5730352401733398,1.3474016011000983E-13,1.0,4.219586648406687E-13
-861309631084848867,0.3038415312767029,1.88818676658147E-21,0.6871916055679321,1.50260799358648E-8,1.0,NaN
-861309592087454998,0.8317006826400757,0.3754676282405853,0.5728423595428467,0.33404749631881714,0.30007627606391907,0.07352566719055176
-861309472084315313,0.2838119566440582,NaN,0.852497398853302,NaN,1.0,5.332079179229399E-15
-861309288084829215,0.36932235956192017,4.1600610410967925E-29,0.961836040019989,6.260830277752477E-19,1.0,3.8259175418011975E-18
-861309196084769967,0.4160401225090027,NaN,0.805404782295227,1.7593445589270118E-9,1.0,NaN
-861309152085786408,26.563907623291016,1934.18408203125,0.04282771050930023,1.4432634115219116,0.5043158531188965,18.231929779052734
-861309077087196982,23.63646125793457,26.23580551147461,0.9985958337783813,0.1473354995250702,0.30127018690109253,0.13310906291007996
-861308984087759220,30.23941993713379,8.81807640279918E-38,0.9049137234687805,1.1877154509428137E-18,0.9295310378074646,NaN
-861308919087745468,0.4849141538143158,7.973473951503326E-29,0.656583845615387,1.7935193084809538E-17,0.9999999403953552,NaN
-861308695085008485,0.5034496784210205,NaN,0.679021954536438,NaN,1.0,NaN
-861308694086019500,6.727309703826904,146.71536254882812,0.7954242825508118,40.75734329223633,0.3581053614616394,12.17704963684082
-861308645083986439,0.21781399846076965,NaN,0.68463134765625,9.429913347958063E-7,1.0,4.638665814127307E-6
-861308207085495218,0.23392698168754578,NaN,0.9069613218307495,NaN,1.0,2.9258558242872823E-6
-861308181085752874,0.2610653340816498,0.13371329009532928,0.9949088096618652,0.6674984693527222,0.6273460984230042,1.11493718624115
-861307971087424724,31.021745681762695,118.17343139648438,0.8625441789627075,0.4534284472465515,5.260929107666016,5.331562042236328
-861307881087117642,0.23609086871147156,0.0,0.9856414198875427,0.0,1.0,0.0
-861307845085648323,0.2041333168745041,1.473308534436656E-21,0.7939656972885132,3.899959348518944E-12,1.0,4.093849703679098E-9
-861307702085901657,8.280337206088006E-4,0.0,0.8841173648834229,NaN,0.5374584794044495,3.4885856425859174E-9
-861307655086723284,15.90036678314209,58.63038635253906,0.622613787651062,0.1938558965921402,2.875607490539551,3.2625670433044434
-861307579085565534,0.15793561935424805,NaN,0.7810918688774109,2.2255388179050206E-13,1.0,7.152561209977648E-8
-861307417087711667,0.5884725451469421,NaN,0.3999403119087219,1.272367365344495E-16,1.0,NaN
-861307399086892318,0.20663699507713318,0.6209752559661865,0.08926115185022354,1.1156138181686401,0.39049971103668213,7.530662536621094
-861307399083970482,0.3428000509738922,NaN,0.7701000571250916,4.218016561030602E-11,1.0,2.738402393731576E-9
-861307313087338799,0.0019276492530480027,0.048486433923244476,0.9805735945701599,4.398697853088379,3.8915436267852783,38.720394134521484
-861307288084248949,0.46887803077697754,NaN,0.3959695100784302,3.381198294948333E-16,1.0,4.5729809573943035E-15
-861307177084518183,0.3167453110218048,2.1953891140223873E-26,0.5675502419471741,NaN,1.0,7.432758157869743E-15
-861307138085776277,0.16695009171962738,0.062104616314172745,0.987490177154541,0.3561222553253174,1.5828098058700562,1.2539492845535278
-861307038085536950,0.3120102882385254,NaN,0.9339587092399597,9.665079609040561E-14,1.0,1.2350298735086529E-11
-861306930086760885,2.0989766120910645,0.8420640230178833,0.7963398098945618,0.4035426080226898,0.300661563873291,0.18747438490390778
-861306901084941857,0.24191704392433167,2.6300947099264163E-28,0.8378784656524658,5.398548276585277E-17,1.0,NaN
-861306674083976367,0.31726333498954773,2.459369012965757E-27,0.7427124381065369,NaN,1.0,4.31900088101718E-16
-861306659086612416,9.100808143615723,50.8574333190918,0.609308660030365,0.438484787940979,1.4289319515228271,3.37733793258667
-861306623083794949,0.40096861124038696,1.9752609547240136E-28,0.5945494174957275,3.42562854792872E-17,1.0,NaN
-861306578084911756,0.21290752291679382,4.7007558822219224E-27,0.8715528845787048,4.5812844213762374E-14,1.0,NaN
-861306442084504554,0.4516115188598633,2.0739063268117205E-23,0.6360571384429932,9.565719527246386E-13,1.0,1.0501629947590185E-12
-861306129084470345,0.21133719384670258,NaN,0.7630019187927246,NaN,1.0,8.45361920655957E-14
-861306096086523752,0.42151564359664917,0.12311825156211853,0.17623282968997955,0.1434943974018097,0.3001576066017151,0.138583242893219
-861305906086441171,0.5367998480796814,0.5387483239173889,0.27030423283576965,0.18702073395252228,0.3183184564113617,0.6894112825393677
-861305520084642219,0.35820120573043823,NaN,0.8146187663078308,4.6656337647499324E-12,1.0,NaN
-861305424087349506,0.01854637823998928,3.3167216777801514,0.7808977365493774,107.12516784667969,0.8532800078392029,225.6629180908203
-861305401083939996,1.4372793436050415,NaN,0.4510781168937683,1.256411774619437E-8,1.0,NaN
-861305351085794847,21.581220626831055,282.9338073730469,0.8913895487785339,15.28862476348877,0.39219751954078674,10.32186508178711
-861305312086045295,0.002988383872434497,0.0496087372303009,0.33183443546295166,18.886911392211914,2.993619680404663,47.03076171875
-861305298086559078,2.1062488555908203,98.18321228027344,0.8986030220985413,0.8492723107337952,0.42419177293777466,12.102252960205078
-861305253084627492,0.26244592666625977,NaN,0.9074645638465881,1.1143213406008873E-16,1.0,NaN
-861305113087264854,0.11866255104541779,0.38207417726516724,0.9966582655906677,0.8267051577568054,0.3119042217731476,1.9386261701583862
-861304943084774214,0.34810927510261536,2.3395837046628134E-25,0.9736113548278809,1.707910330394117E-15,1.0,9.846871514246174E-15
-861304806084595050,0.42953282594680786,1.1495504133568144E-27,0.9436995983123779,2.9031318076395972E-18,1.0,NaN
-861304724087120894,0.16611351072788239,NaN,0.8392831683158875,2.1576206099549466E-11,1.0,NaN
-861304717085474168,1.477558970451355,1724.8602294921875,0.5659726858139038,193.45361328125,1.0052202939987183,978.1538696289062
-861304498085930343,5.962458610534668,269.7801513671875,0.7379944324493408,66.17398834228516,0.37512925267219543,18.233930587768555
-861304427085282037,0.5348128080368042,NaN,0.80522221326828,NaN,1.0,2.5384333307218454E-13
-861304325084693167,0.325554221868515,NaN,0.8879467248916626,NaN,1.0,NaN
-861304222087356454,0.005586790852248669,0.0,0.9126242399215698,1.560930829036522E-10,0.8678860664367676,1.2808385463358718E-9
-861304073086460812,0.16459663212299347,0.6937239170074463,0.04860466346144676,2.2918455600738525,0.30801060795783997,2.79211163520813
-861303997083816597,0.42982783913612366,3.438137877393525E-28,0.5812989473342896,4.871296008780138E-16,1.0,3.6407630713049407E-16
-861303817084537482,1.3793498277664185,3.9743088064589295E-20,0.24582135677337646,NaN,1.0,NaN
-861303797085482761,0.2750454246997833,NaN,0.8551549315452576,NaN,1.0,NaN
-861303549084874207,0.28209203481674194,NaN,0.868089497089386,6.567974164539692E-9,1.0,7.187687600662684E-8
-861303528087500179,0.02139146625995636,0.08773180097341537,0.9862020015716553,3.1358439922332764,5.499884605407715,0.07447850704193115
-861303471086722596,1.2361689805984497,0.9004554748535156,0.8023701906204224,0.34309783577919006,0.42963895201683044,0.5445053577423096
-861303447087792163,0.2638286352157593,NaN,0.7894163131713867,1.6058816331831344E-13,1.0,5.5357983821946455E-12
-861303426086480787,0.010690869763493538,5.114852428436279,0.36677125096321106,53.99916458129883,0.7527640461921692,345.9529113769531
-861303418087399814,1.3143153190612793,1.078561544418335,0.04425971955060959,0.03721928969025612,0.31518736481666565,0.5520188212394714
-861303130083861588,0.3089672923088074,1.6971792145348677E-24,0.9592350125312805,2.4676872416133644E-13,1.0,NaN
-861303001086727067,2.069993734359741,17.839900970458984,0.05368673428893089,0.18339376151561737,0.6134570837020874,6.000953197479248
-861302756087200046,5.184311866760254,1.2675141096115112,0.6003766059875488,0.09779620170593262,1.4008663892745972,0.2739429473876953
-861302580084859146,0.36354881525039673,2.17395282225547E-23,0.46329057216644287,1.227425929992143E-12,1.0,NaN
-861302382085732023,0.5469675064086914,NaN,0.6278342008590698,2.7002961612984785E-18,1.0,NaN
-861302282084673011,0.21832963824272156,2.812696220554902E-28,0.6818005442619324,1.3176285285293812E-14,1.0,7.115465036839144E-14
-861302228087172593,21.159879684448242,52.69074249267578,0.9988178014755249,0.19684088230133057,2.9866859912872314,2.3203723430633545
-861302189085677004,0.3931274116039276,NaN,0.7019021511077881,NaN,1.0,NaN
-861301933085371143,0.17134857177734375,8.456706286471943E-23,0.7595146894454956,NaN,1.0,NaN
-861301864083960484,1.160133957862854,3.7529561530152434E-22,0.5074367523193359,NaN,1.0,1.4558317051882597E-10
-861301854086685489,0.9095080494880676,1.3080006837844849,0.18810123205184937,0.35835766792297363,0.6585326790809631,2.655207395553589
-861301776084568530,0.3876309394836426,NaN,0.8892479538917542,NaN,1.0,4.691884372035428E-16
-861301475084689013,0.3463062644004822,5.988680160474193E-24,0.5390743017196655,NaN,1.0,NaN
-861301357083969700,0.695658266544342,2.2659461522621805E-23,0.7175899744033813,5.457590109003707E-12,1.0,7.688019491858267E-12
-861301338086963645,13.653119087219238,114.32935333251953,0.8275235295295715,7.527702808380127,0.3197159767150879,1.4572622776031494
-861301231083901794,0.17837326228618622,NaN,0.747898519039154,7.892440867518502E-11,1.0,3.2108302683298007E-9
-861301228085903949,1.020456075668335,2.538933277130127,0.03136178106069565,2.2572431771550328E-4,0.3165285885334015,2.0665669441223145
-861300910084993845,0.29745835065841675,NaN,0.8164596557617188,1.1539353510082968E-16,1.0,NaN
-861300834087236352,0.7819086313247681,1.4765158891677856,0.9880332946777344,1.69887113571167,0.30836930871009827,1.769547939300537
-861300832086897605,0.2773750126361847,1.964787244796753,0.0400693379342556,0.2750079333782196,0.31002700328826904,3.208251714706421
-861300829084281514,0.23452036082744598,3.1243841486709143E-27,0.862583339214325,3.972665160159247E-14,1.0,NaN
-861300709087781093,0.370393306016922,1.9650613501091603E-28,0.9500328302383423,1.8184341539671735E-18,1.0,NaN
-861300586085638101,0.49645888805389404,6.264941023215922E-30,0.6811396479606628,2.3735242505736928E-18,1.000022530555725,2.183467138489477E-17
-861300550085569856,0.20698611438274384,NaN,0.8278513550758362,1.304694963177866E-10,1.0,2.572294761193916E-6
-861300419086735371,3.5675864219665527,5.404516696929932,0.6676262617111206,0.26597344875335693,5.48867654800415,2.9081175327301025
-861300374084559241,0.27081263065338135,1.2557232585330745E-20,0.6860672235488892,NaN,1.0,7.294909210031619E-7
-861300237084406562,0.5157414674758911,NaN,0.6657578349113464,3.060495108210548E-13,1.0,6.734149370947462E-13
-861300233084573957,0.3140588402748108,NaN,0.9138862490653992,1.3631632092408477E-16,1.0,1.5787011717628674E-15
-861300227084957923,0.5551689267158508,9.396924409964902E-30,0.870080292224884,NaN,1.0,3.6763727996286545E-18
-861300094083777415,0.23412449657917023,NaN,0.8270944356918335,1.978479602371408E-9,1.0,NaN
-861299946087207910,6.490354537963867,23.626056671142578,0.3438382148742676,1.073016881942749,0.5418227314949036,1.2761799097061157
-861299925085590263,0.021266264840960503,2.3685644555371255E-4,1.0,-0.0,5.124426364898682,0.007726343348622322
-861299715087596432,0.35302242636680603,6.320069112777961E-29,0.8168103694915771,NaN,1.0,1.0824806441946591E-16
-861299686085538766,0.4203824996948242,2.475565072684833E-29,0.9005738496780396,NaN,1.0,2.4742770478287197E-15
-861299632087274619,20.46333885192871,260.1890563964844,0.9710997939109802,11.744510650634766,0.5265944004058838,8.537714958190918
-861299576087654964,0.3020053505897522,1.7344899801320926E-28,0.7535606026649475,6.104353369135949E-17,1.0,3.594983852181602E-16
-861299550084578982,0.34196287393569946,NaN,0.9230478405952454,NaN,1.0,3.131303571990429E-8
-861299483087746785,0.46278634667396545,NaN,0.3620476722717285,NaN,1.0,NaN
-861299249084338580,0.30308833718299866,1.4534763382403358E-28,0.8695456981658936,NaN,1.0,1.6445460190715093E-15
-861299174084313309,0.26543498039245605,6.736627899251184E-23,0.9656620025634766,2.371554688740396E-11,1.0,NaN
