object_id,phz_median,sersic_sersic_vis_radius,concentration,sersic_sersic_vis_axis_ratio,sersic_sersic_vis_index
-513933403277520567,2.0299999713897705,0.15574848651885986,2.4075305461883545,0.9646596312522888,0.9590667486190796
-514605876277514317,0.3400000035762787,0.3137933313846588,2.4119679927825928,0.8553580045700073,0.6657002568244934
-517798405277505237,1.0299999713897705,0.21912527084350586,2.0736732482910156,0.4474332928657532,0.8486825227737427
-515945162277501036,0.9399999976158142,0.7152628898620605,2.347003698348999,0.3741951882839203,2.3937573432922363
-514626633277498005,1.190000057220459,0.30725687742233276,2.3067431449890137,0.030124545097351074,0.870305061340332
-516605253277497791,2.859999895095825,0.1660301685333252,2.3736512660980225,0.03152493014931679,0.8455424904823303
-518808187277491244,0.5199999809265137,0.44023633003234863,2.366860866546631,0.4394713044166565,1.178394079208374
-517030819277493307,0.6000000238418579,0.5202221870422363,2.8575100898742676,0.5168598890304565,3.209813117980957
-518116957277488457,4.440000057220459,0.6896271109580994,1.6648764610290527,0.030069176107645035,0.3037528097629547
-514019679277483002,1.1699999570846558,0.3644360303878784,2.6590054035186768,0.1285724937915802,0.6522858738899231
-518010416277482423,0.5899999737739563,1.582465410232544,1.826485514640808,0.1554848700761795,1.0066773891448975
-515113879277481935,0.6700000166893005,0.19986534118652344,2.394648313522339,0.3182753026485443,0.8871299624443054
-517871664277480954,0.7400000095367432,0.49192196130752563,2.54508376121521,0.2871619164943695,0.673742949962616
-518948265277476841,4.619999885559082,0.09721951931715012,1.7386606931686401,0.048582494258880615,0.36337554454803467
-517544253277477624,1.5499999523162842,0.46559494733810425,1.9006133079528809,0.3305802047252655,0.3891025185585022
-514483911277476857,2.609999895095825,0.2297413945198059,2.4965896606445312,0.5090001225471497,0.935361385345459
-517120501277476244,2.369999885559082,0.18928247690200806,2.123108148574829,0.030608851462602615,0.8386673331260681
-516014171277466316,2.5,0.06653453409671783,1.7059677839279175,0.14336815476417542,0.34174656867980957
-513503535277463309,3.0799999237060547,0.12892843782901764,2.347236394882202,0.030759327113628387,1.7337181568145752
-518464602277463582,4.449999809265137,0.44114500284194946,2.6572678089141846,0.6485449075698853,3.971266508102417
-514681092277458262,0.6499999761581421,0.20887555181980133,2.4735803604125977,0.3345944583415985,0.3122785687446594
-513698150277456027,0.28999999165534973,0.20822563767433167,2.389719009399414,0.4951883554458618,0.636899471282959
-514313033277454585,0.8799999952316284,1.184600591659546,2.85615873336792,0.21316489577293396,3.2775442600250244
-515751303277455452,1.2300000190734863,0.11117872595787048,2.494429588317871,0.3127965033054352,5.4321088790893555
-514904260277454199,0.8700000047683716,0.2960079610347748,2.6070966720581055,0.5395197868347168,1.0157078504562378
-516536832277450221,0.20000000298023224,1.1064790487289429,2.461822986602783,0.48334819078445435,1.3692715167999268
-513501575277442560,1.75,0.1105184257030487,3.3457658290863037,0.35316818952560425,0.5842234492301941
-518800733277440526,3.5199999809265137,0.20286554098129272,2.3739190101623535,0.44797301292419434,2.6481404304504395
-516069810277442250,0.7200000286102295,0.12651583552360535,2.504544973373413,0.7135706543922424,1.5855588912963867
-516859785277441931,0.7900000214576721,0.4840984344482422,3.0090456008911133,0.3504483699798584,1.613252878189087
-516210722277439824,1.2999999523162842,1.4518400430679321,2.757390022277832,0.7154901623725891,5.497927188873291
-514424907277438666,0.36000001430511475,1.5728044509887695,2.7279109954833984,0.7326180338859558,0.9127765893936157
-516504725277438532,2.440000057220459,0.268829345703125,2.1925339698791504,0.5927353501319885,0.3870561122894287
-514683733277436308,2.9000000953674316,0.248048797249794,2.335888385772705,0.998990535736084,2.2999730110168457
-515691121277435467,1.9500000476837158,0.16446706652641296,2.3435864448547363,0.2603003680706024,1.4975119829177856
-515776997277432244,0.38999998569488525,0.388494074344635,3.0447189807891846,0.40898823738098145,0.9331350922584534
-515569940277431709,3.319999933242798,0.3166370689868927,2.336643934249878,0.25460925698280334,4.252777576446533
-515015634277430577,2.9000000953674316,0.003437071107327938,0.0,0.7369333505630493,0.8531023263931274
-518441320277420822,2.0999999046325684,0.10289884358644485,1.9322125911712646,0.29975101351737976,0.4005231559276581
-516989744277421459,1.2899999618530273,0.8961547613143921,2.815695285797119,0.1204378679394722,2.670670747756958
-517415258277414698,0.47999998927116394,0.5568228960037231,2.2884645462036133,0.31071990728378296,0.5221380591392517
-515272964277411849,0.6899999976158142,1.2398974895477295,2.7860660552978516,0.7802897095680237,5.499751091003418
-515598230277406294,0.5099999904632568,0.39884158968925476,2.775522470474243,0.7223802804946899,1.4442194700241089
-513748481277403245,3.2699999809265137,0.6782604455947876,2.325972557067871,0.41090527176856995,2.2142105102539062
-513776049277400297,0.23000000417232513,0.6554285287857056,2.7575135231018066,0.371498703956604,0.8138309717178345
-515711529277398480,4.21999979019165,0.13949991762638092,2.43744158744812,0.6573863625526428,1.5648771524429321
-513721307277393649,1.9600000381469727,0.29533711075782776,2.440826892852783,0.030009616166353226,5.4987688064575195
-518398373277392018,3.880000114440918,0.7948948740959167,2.783956289291382,0.2557763457298279,3.149578094482422
-516641724277392817,1.1200000047683716,0.5849552154541016,2.4696240425109863,0.38525453209877014,0.8297901153564453
-514083331277388318,1.440000057220459,0.19118854403495789,2.1576123237609863,0.5937632322311401,0.48756080865859985
-517780886277389097,1.4500000476837158,0.18215274810791016,2.319654703140259,0.9999995827674866,0.3363450765609741
-515726653277387515,0.8700000047683716,0.43705952167510986,1.9703139066696167,0.6596164703369141,0.914076030254364
-518381996277385282,4.71999979019165,1.8930364847183228,2.127072334289551,0.1155904233455658,0.7926204800605774
-516175992277387424,1.440000057220459,0.34176307916641235,2.372952461242676,0.7625001668930054,0.8163853883743286
-515606781277394194,0.5600000023841858,0.42916515469551086,3.621358871459961,0.9303670525550842,4.32161283493042
-514033048277383527,0.5600000023841858,0.2570628821849823,2.478107213973999,0.46213892102241516,1.984327793121338
-517229114277385118,1.1799999475479126,1.6317194700241089,2.409928560256958,0.5220618844032288,2.5193605422973633
-517685546277383420,0.6100000143051147,0.2843405604362488,2.7594778537750244,0.1302393674850464,1.4806764125823975
-517573832277382064,0.4300000071525574,0.3896595537662506,3.4147865772247314,0.6001956462860107,2.3506197929382324
-516682069277378249,1.4700000286102295,0.2547774612903595,3.067680597305298,0.8680294156074524,1.9606059789657593
-518950221277375733,0.7799999713897705,0.4200572669506073,2.156507968902588,0.6338395476341248,0.506718635559082
-518422918277378054,4.179999828338623,5.403982639312744,2.0464084148406982,0.04670381918549538,5.3300299644470215
-513576121277371236,0.9300000071525574,0.263507217168808,2.8517396450042725,0.2543315291404724,2.0484206676483154
-514393163277363479,3.690000057220459,0.14974907040596008,2.6729397773742676,0.3814399242401123,1.8344476222991943
-517670180277361385,3.190000057220459,0.15568400919437408,2.171658754348755,0.43019697070121765,5.470454692840576
-514379189277360767,0.3499999940395355,0.46020442247390747,2.6235129833221436,0.9458165168762207,1.193777322769165
-517006501277361480,2.240000009536743,0.11647718399763107,2.198256731033325,0.45758652687072754,0.4691360294818878
-516100646277359885,2.609999895095825,0.1713353395462036,2.1498663425445557,0.2759097218513489,0.6212646961212158
-517660391277358781,3.5799999237060547,0.08496936410665512,2.4686152935028076,0.1957770437002182,2.6718344688415527
-515586130277358945,3.4600000381469727,0.44878432154655457,2.1843113899230957,0.17997033894062042,0.30003413558006287
-517429263277354014,2.1500000953674316,0.3276466131210327,1.6308834552764893,0.2410389631986618,0.30024152994155884
-517735015277353562,0.9200000166893005,1.2978907823562622,1.988970398902893,0.10589220374822617,0.300324022769928
-518323247277352258,1.899999976158142,0.33253586292266846,1.9898028373718262,0.3789566457271576,0.36166608333587646
-516860637277354603,0.8999999761581421,0.5841572880744934,2.407029390335083,0.6706727743148804,0.30000022053718567
-513524214277347618,1.0299999713897705,2.458494186401367,1.8381803035736084,0.42771828174591064,0.30010637640953064
-518574468277347548,0.9100000262260437,8.46573543548584,3.2757370471954346,0.8630803823471069,5.499882221221924
-517081664277347807,0.7699999809265137,0.05035576596856117,2.1895060539245605,0.9999882578849792,0.3026312589645386
-514291119277345721,0.7400000095367432,0.16241885721683502,2.7293171882629395,0.8477118611335754,2.193373203277588
-514242616277344928,0.9800000190734863,0.31847891211509705,2.253166437149048,0.5189623236656189,1.450160026550293
-516234758277343140,1.7999999523162842,0.17492514848709106,2.3424854278564453,0.2734730839729309,0.3001355230808258
-514573661277337361,0.3199999928474426,0.4530271589756012,2.7405829429626465,0.711104154586792,0.853602409362793
-514365583277335713,1.059999942779541,0.24986228346824646,2.40883731842041,0.12716026604175568,0.7133728265762329
-518536227277333975,3.7799999713897705,11.869976043701172,1.7520638704299927,0.7322707772254944,1.5391685962677002
-518695198277332990,0.7200000286102295,0.37547847628593445,2.757551670074463,0.37099823355674744,0.9466634392738342
-516615628277334798,1.899999976158142,0.2791309654712677,2.22652006149292,0.35422053933143616,1.7921204566955566
-515944929277334447,3.299999952316284,0.1179061233997345,2.2723641395568848,0.5527287125587463,0.6015551090240479
-515970029277333271,1.340000033378601,0.23648901283740997,2.1948981285095215,0.348248153924942,0.3000015616416931
-516166517277331369,1.159999966621399,0.49499064683914185,2.362365245819092,0.3705558776855469,5.419097423553467
-518598555277324523,3.799999952316284,9.594267845153809,1.6250598430633545,0.6273618340492249,1.5727370977401733
-514246324277323692,3.7799999713897705,0.426772803068161,2.416877031326294,0.1768992841243744,4.462034702301025
-517021995277324213,1.5099999904632568,0.12187524884939194,2.2964324951171875,0.8549563884735107,0.7752509117126465
-516313682277323915,3.5899999141693115,0.27182286977767944,2.287574291229248,0.39421167969703674,0.4159643352031708
-515230920277323501,0.8999999761581421,0.2857873737812042,2.1472785472869873,0.6336925029754639,0.4515545666217804
-518472877277321837,3.2899999618530273,0.5824514627456665,2.6699085235595703,0.7130868434906006,5.495460033416748
-514757733277318034,1.5299999713897705,5.119207859039307,2.1167304515838623,0.6197503805160522,4.156407833099365
-513504422277316077,1.0099999904632568,0.14862890541553497,2.5613815784454346,0.8180938959121704,4.9290266036987305
-518725535277316101,1.4299999475479126,1.680139183998108,1.8086190223693848,0.17637202143669128,1.1819682121276855
-515688981277313108,1.2899999618530273,0.6628789901733398,2.7640953063964844,0.30899903178215027,0.3000015914440155
-517631070277310525,2.0899999141693115,0.1814269870519638,2.4682114124298096,0.16581963002681732,1.7608025074005127
-513958697277307028,2.25,0.4800493121147156,2.1566436290740967,0.665637731552124,5.49788761138916
-516095218277308870,1.0299999713897705,0.04167068004608154,2.3378117084503174,0.33546921610832214,5.497415542602539
-513719115277304037,1.940000057220459,0.3367798626422882,2.081737518310547,0.3622314929962158,0.8951531648635864
-519065524277300224,3.609999895095825,0.3734246492385864,2.4029762744903564,0.47171133756637573,1.8851865530014038
-515403431277300148,2.5399999618530273,0.283436119556427,2.370973825454712,0.18725278973579407,0.30000001192092896
-517034767277298520,2.059999942779541,0.28363749384880066,2.4058849811553955,0.26360830664634705,0.30000168085098267
-519050523277298058,1.100000023841858,0.3117367625236511,2.1745400428771973,0.213941752910614,1.6315187215805054
-518231698277291162,1.2100000381469727,10.938385963439941,2.891030788421631,0.6771159172058105,5.499928951263428
-516312916277290696,0.6399999856948853,0.7285522818565369,3.6258373260498047,0.851348876953125,5.010324478149414
-518628722277287835,NaN,0.3776034414768219,2.4081971645355225,0.7250143885612488,0.8478296399116516
-514079426277287466,2.380000114440918,0.38661691546440125,2.0572729110717773,0.23698696494102478,0.5131362676620483
-515487994277289141,2.4600000381469727,0.4166031777858734,2.611992597579956,0.5522264838218689,3.561695098876953
-514411040277273370,0.14000000059604645,0.14493699371814728,2.72194766998291,0.7824457883834839,1.9332722425460815
-517767925277268570,0.44999998807907104,0.6294345855712891,2.313485622406006,0.26773786544799805,0.45906123518943787
-514312666277261983,1.6299999952316284,0.019249126315116882,2.1077003479003906,0.13028468191623688,3.0541276931762695
-515329552277257291,2.240000009536743,0.07617942988872528,1.2498319149017334,0.044998232275247574,0.3108009994029999
-514884020277257026,1.4500000476837158,0.8170561194419861,1.6339209079742432,0.5554074645042419,0.4164116084575653
-514982883277253552,2.2899999618530273,0.37519946694374084,2.3953402042388916,0.17209820449352264,0.51702481508255
-516371764277253225,1.2999999523162842,0.17233535647392273,2.6747336387634277,0.7470296621322632,2.977433919906616
-516765588277245695,0.9700000286102295,0.21344970166683197,2.0853474140167236,0.39033371210098267,0.302931010723114
-516662668277247064,1.2599999904632568,0.09754279255867004,2.2475786209106445,0.7288730144500732,1.2656222581863403
-515548790277246026,1.7100000381469727,0.1649659126996994,2.2961926460266113,0.866111695766449,3.1051900386810303
-514249497277242175,2.0,0.20012421905994415,2.282623052597046,0.5324077606201172,0.30012694001197815
-513877539277237593,1.7799999713897705,0.22425787150859833,2.2593064308166504,0.7677906155586243,0.45396795868873596
-518630523277233563,1.6699999570846558,0.6245089173316956,2.735605001449585,0.5873510837554932,1.2426005601882935
-515919910277234524,0.07000000029802322,0.003320647869259119,2.2645161151885986,0.055185530334711075,5.499995708465576
-514984369277225772,1.6100000143051147,0.08450135588645935,1.6825945377349854,0.6267256736755371,0.3000011742115021
-516201389277225306,1.1100000143051147,0.4595284163951874,2.1164417266845703,0.1571781188249588,0.5153917074203491
-513963940277220065,0.9599999785423279,1.1289682388305664,2.411797285079956,0.25714632868766785,3.6454989910125732
-514859561277218479,0.6800000071525574,0.115618035197258,2.761946201324463,0.5449453592300415,5.4956955909729
-518976704277214309,0.9399999976158142,0.32920944690704346,2.363849639892578,0.9999974370002747,1.2798655033111572
-514624826277215060,3.4800000190734863,0.21829433739185333,2.064530849456787,0.6951663494110107,0.3001877963542938
-518203820277214200,3.700000047683716,0.3189123272895813,2.8939499855041504,0.3041519522666931,2.700521945953369
-514918549277211552,3.0199999809265137,0.13243010640144348,2.366236686706543,0.3480115830898285,0.300012469291687
-518319984277209033,1.6299999952316284,0.13288308680057526,2.0625782012939453,0.3042554557323456,0.3000025749206543
-517843982277203246,2.0899999141693115,0.0123811736702919,2.567194938659668,0.7971118092536926,0.7616329789161682
-516527597277203562,0.4300000071525574,0.5946819186210632,2.1657793521881104,0.7417718768119812,0.47235605120658875
-516937452277202153,1.440000057220459,0.28668853640556335,2.3438217639923096,0.1924019157886505,0.30002927780151367
-516838436277201870,1.5700000524520874,0.12310536950826645,2.1653919219970703,0.7093820571899414,0.581338107585907
-515525406277201189,2.4800000190734863,0.17713052034378052,2.6025288105010986,0.4905727505683899,1.3477743864059448
-516876532277199235,2.5799999237060547,0.004787968471646309,1.8874729871749878,0.894751787185669,0.8498865365982056
-518342654277197810,0.8999999761581421,0.5839297771453857,2.5100598335266113,0.035887472331523895,0.9358116984367371
-514792094277189470,0.25999999046325684,1.0276386737823486,4.086339950561523,0.6246074438095093,5.107520580291748
-513578589277186082,0.9599999785423279,0.15364588797092438,2.1831259727478027,0.5406654477119446,0.9077099561691284
-516280758277177415,0.7799999713897705,0.27698203921318054,2.0863137245178223,0.4586561918258667,0.3723963499069214
-518612216277172619,1.5499999523162842,0.0971900224685669,2.3267600536346436,0.3122154772281647,0.41732117533683777
-518366122277463682,NaN,3.238069772720337,6.182435035705566,0.9080498218536377,5.5
-516753374277167914,1.0,0.12778016924858093,2.3664536476135254,0.5177454948425293,5.499639511108398
-517164947277165983,0.3199999928474426,0.7355747222900391,2.944084405899048,0.38847780227661133,1.0479872226715088
